,1/1/20,,,,,,,,,,,,
,1/4/2023,0.51%,-1.16%,-0.05%,-2.80%,0.28%,2.22%,-0.72%,-2.43%,-1.44%,0.97%,-4.03%,-0.79%
,1/11/2023,1.39%,-7.91%,-0.69%,-7.56%,0.08%,-1.98%,-3.24%,-3.87%,-2.21%,-0.59%,-4.28%,-2.81%
,1/18/2023,-1.46%,4.89%,-1.47%,5.34%,0.83%,0.59%,1.63%,8.23%,0.84%,-2.45%,0.22%,1.56%
,1/25/2023,-2.45%,-4.05%,-2.08%,-4.33%,-8.06%,1.79%,1.51%,-1.74%,0.19%,-4.30%,-1.25%,-2.25%
,2/1/2023,1.51%,3.03%,3.43%,-1.27%,-2.34%,4.04%,2.75%,2.74%,0.75%,1.22%,0.09%,1.45%
,2/8/2023,3.25%,0.15%,1.18%,5.35%,2.09%,0.12%,1.15%,2.64%,3.91%,-0.45%,-0.26%,1.74%
,2/15/2023,0.44%,1.59%,0.07%,-1.14%,0.72%,-2.08%,-6.05%,0.27%,1.87%,-1.27%,4.82%,-0.07%
,2/22/2023,-0.41%,7.58%,-0.02%,-2.66%,2.24%,-0.27%,3.31%,-0.98%,2.47%,-0.51%,-1.37%,0.85%
,3/1/2023,0.17%,-2.30%,-0.23%,1.03%,-0.41%,0.09%,-0.26%,2.52%,1.29%,-3.84%,0.96%,-0.09%
,3/8/2023,1.17%,0.05%,0.13%,-1.69%,-4.96%,-0.54%,0.85%,1.49%,2.14%,0.35%,0.93%,-0.01%
,3/15/2023,2.21%,1.44%,0.55%,-0.17%,-6.19%,3.35%,2.35%,5.72%,1.78%,0.94%,-0.31%,1.06%
,3/22/2023,-2.93%,-2.87%,-3.27%,-6.54%,-7.70%,-3.18%,-3.15%,1.51%,-6.99%,-4.69%,2.06%,-3.43%
,3/29/2023,0.98%,1.79%,2.27%,1.45%,-1.29%,-0.33%,-0.36%,1.62%,-1.34%,-1.66%,-1.07%,0.19%
,4/5/2023,2.05%,-2.59%,-0.57%,-4.30%,-1.22%,-0.92%,-0.21%,4.24%,0.17%,1.69%,-3.55%,-0.47%
,4/12/2023,-0.30%,-0.15%,0.66%,0.87%,-1.25%,-1.54%,1.33%,-1.25%,2.17%,2.35%,4.50%,0.67%
,4/19/2023,-2.03%,0.58%,-2.04%,-2.80%,-0.27%,7.60%,-2.62%,-4.03%,-6.68%,-1.76%,4.94%,-0.83%
,4/26/2023,0.71%,3.40%,-1.87%,1.57%,1.94%,-3.16%,-0.02%,1.50%,-2.22%,-0.04%,-1.18%,0.06%
,5/3/2023,12.94%,7.09%,2.79%,-0.62%,0.63%,-0.67%,2.95%,5.56%,4.64%,1.47%,11.35%,4.37%
,5/10/2023,6.77%,-1.05%,2.03%,6.54%,2.91%,3.23%,0.94%,0.53%,-4.09%,-1.61%,9.96%,2.38%
,5/17/2023,2.36%,-0.93%,-0.60%,-1.00%,3.79%,4.32%,-0.76%,-5.32%,0.36%,-0.73%,1.38%,0.26%
,5/24/2023,2.46%,-1.43%,0.77%,1.38%,-4.95%,3.42%,2.42%,2.08%,-0.64%,-1.15%,-2.99%,0.13%
,5/31/2023,1.96%,-0.95%,3.25%,2.73%,3.00%,0.84%,0.02%,-2.21%,-1.15%,3.03%,-2.21%,0.75%
,6/7/2023,-0.48%,-3.24%,-1.90%,1.40%,-2.07%,1.76%,-1.35%,5.63%,2.73%,1.03%,-2.86%,0.06%
,6/14/2023,-0.35%,-1.43%,-1.38%,-3.34%,0.06%,-5.43%,-0.49%,-1.12%,-0.88%,-1.93%,1.79%,-1.32%
,6/21/2023,-1.79%,-4.51%,1.19%,-3.66%,-1.48%,1.80%,-2.41%,-1.71%,-4.85%,0.02%,0.02%,-1.58%
,6/28/2023,-0.87%,-1.95%,-1.00%,-2.44%,-3.23%,-2.36%,-2.58%,-1.45%,-4.50%,-2.35%,-0.93%,-2.15%
,7/5/2023,-0.08%,4.33%,2.44%,3.76%,-0.62%,1.84%,-1.37%,1.24%,-1.21%,-0.95%,1.08%,0.95%
,7/12/2023,1.27%,4.39%,0.06%,2.42%,3.64%,-1.34%,3.42%,6.28%,12.25%,-1.33%,2.67%,3.07%
,7/19/2023,-1.70%,-2.23%,0.98%,0.13%,0.38%,-4.43%,-0.10%,-0.03%,6.78%,-1.45%,0.16%,-0.14%
,7/26/2023,0.24%,0.79%,0.46%,1.08%,-2.17%,-2.06%,-0.56%,-2.18%,1.42%,1.65%,1.01%,-0.03%
,8/2/2023,0.06%,-0.49%,-0.44%,-0.56%,0.33%,1.24%,2.86%,2.95%,1.63%,0.34%,-1.47%,0.59%
,8/9/2023,1.89%,0.83%,1.08%,5.10%,1.82%,2.22%,-0.55%,0.52%,-0.51%,0.70%,1.48%,1.33%
,8/16/2023,-1.97%,-4.56%,-0.35%,0.58%,0.62%,0.41%,-3.81%,-5.68%,-0.28%,0.60%,-0.41%,-1.35%
,8/23/2023,-1.32%,-5.55%,-0.75%,4.36%,-0.49%,-1.99%,3.41%,2.34%,-1.40%,0.76%,3.66%,0.27%
,8/30/2023,0.82%,-4.36%,-0.40%,-3.77%,-3.80%,0.63%,2.27%,-3.40%,3.72%,2.66%,0.38%,-0.48%
,9/6/2023,-0.10%,-2.99%,0.22%,-1.19%,-0.70%,0.96%,-1.19%,-1.85%,7.32%,0.11%,3.31%,0.35%
,9/13/2023,-1.12%,-2.26%,0.09%,-2.53%,7.27%,0.23%,-3.39%,-4.21%,-0.36%,2.12%,-1.89%,-0.55%
,9/20/2023,4.06%,3.65%,-0.64%,9.16%,-0.63%,-0.75%,1.47%,1.49%,5.90%,0.84%,6.03%,2.78%
,9/27/2023,0.82%,3.97%,0.15%,6.94%,3.51%,-1.85%,1.23%,-0.28%,0.32%,-0.70%,-0.74%,1.22%
,10/4/2023,-1.93%,-1.19%,-0.09%,-0.17%,-2.02%,-0.38%,0.12%,2.25%,-1.48%,0.08%,-1.56%,-0.58%
,10/11/2023,-1.00%,-1.37%,1.42%,1.53%,-1.88%,1.09%,1.27%,5.11%,1.95%,-0.26%,0.22%,0.73%
,10/18/2023,1.41%,2.26%,-0.98%,-0.21%,-0.07%,-0.39%,6.28%,6.89%,3.19%,4.03%,-0.20%,2.02%
,10/25/2023,3.05%,1.71%,1.01%,0.18%,1.78%,1.09%,0.18%,2.24%,0.38%,-1.97%,8.15%,1.62%
,11/1/2023,-0.77%,1.77%,0.58%,1.71%,-3.03%,-0.63%,-2.66%,2.83%,2.51%,2.70%,3.66%,0.79%
,11/8/2023,-0.78%,4.82%,0.91%,1.75%,-1.55%,-3.12%,-0.34%,6.56%,-0.04%,-0.03%,0.26%,0.77%
,11/15/2023,-1.05%,1.85%,-0.21%,-3.18%,-1.88%,-0.08%,1.32%,-2.28%,-1.94%,0.93%,5.56%,-0.09%
,11/22/2023,-0.73%,0.26%,1.52%,1.98%,-1.43%,-0.69%,-2.57%,-0.66%,-3.70%,3.17%,1.57%,-0.12%
,11/29/2023,0.11%,0.70%,-0.19%,0.90%,-0.98%,-1.99%,-1.81%,4.58%,4.28%,1.81%,2.26%,0.88%
,12/6/2023,-1.34%,6.51%,0.16%,-2.27%,-3.21%,0.19%,1.01%,12.74%,1.82%,1.07%,5.18%,1.99%
,12/13/2023,-0.47%,5.31%,0.47%,-2.92%,0.38%,-1.12%,-0.05%,2.42%,-0.13%,3.09%,3.72%,0.97%
,12/20/2023,0.72%,1.99%,-2.53%,1.52%,-1.80%,-3.01%,-1.27%,-0.15%,0.25%,-1.82%,-1.87%,-0.72%
,12/27/2023,0.66%,7.98%,3.96%,1.95%,0.60%,-0.76%,0.41%,0.59%,-2.39%,0.91%,-1.43%,1.13%
,1/3/2024,-0.61%,1.50%,1.17%,3.32%,-1.73%,1.42%,-0.05%,3.49%,-3.19%,2.48%,-4.70%,0.28%
,1/10/2024,0.66%,-4.77%,-0.69%,2.06%,3.33%,0.00%,0.61%,5.10%,-2.32%,-1.74%,0.62%,0.26%
,1/17/2024,2.59%,-3.77%,0.17%,-4.31%,1.24%,2.58%,-4.55%,1.95%,-1.93%,1.03%,0.44%,-0.42%
,1/24/2024,-2.61%,-0.91%,-0.14%,-5.49%,-4.10%,-1.96%,0.55%,3.19%,1.48%,-1.67%,7.67%,-0.36%
,1/31/2024,1.78%,0.10%,-2.01%,-7.09%,-4.18%,0.47%,0.06%,5.15%,-4.16%,5.71%,-5.17%,-0.85%
,2/7/2024,0.88%,-2.73%,-0.06%,0.43%,-3.46%,2.58%,-0.71%,-2.14%,-1.30%,3.14%,-1.09%,-0.40%
,2/14/2024,-2.56%,0.32%,2.33%,-1.90%,2.05%,-0.92%,-2.93%,-3.92%,-4.80%,0.35%,0.18%,-1.07%
,2/21/2024,0.12%,-2.33%,0.02%,1.33%,1.63%,1.70%,-0.27%,3.83%,2.95%,3.47%,3.86%,1.48%
,2/28/2024,1.12%,3.27%,1.77%,-0.57%,6.51%,-1.38%,-0.42%,1.32%,6.00%,6.48%,3.08%,2.47%
,3/6/2024,-2.15%,-4.90%,0.91%,0.36%,11.30%,-0.85%,-1.80%,2.42%,5.32%,-3.81%,-1.39%,0.49%
,3/13/2024,-6.84%,1.98%,0.57%,1.89%,4.65%,1.62%,-0.76%,1.93%,-1.01%,3.22%,-1.52%,0.52%
,3/20/2024,-1.75%,13.56%,4.78%,-3.26%,-5.01%,-0.55%,-0.09%,3.65%,-3.03%,3.89%,-2.35%,0.90%
,3/27/2024,2.85%,-2.57%,2.38%,-4.97%,-1.45%,-1.77%,-2.03%,-2.96%,6.31%,1.55%,3.43%,0.07%
,4/3/2024,-2.05%,2.00%,3.67%,5.34%,-2.42%,-0.65%,1.69%,-5.65%,-1.07%,0.83%,-1.63%,0.01%
,4/10/2024,-0.76%,-1.36%,-0.40%,-1.96%,3.24%,1.63%,0.25%,2.60%,2.63%,0.30%,0.80%,0.63%
,4/17/2024,-5.82%,1.94%,4.64%,6.27%,-3.34%,1.78%,0.94%,1.63%,1.86%,0.72%,-0.13%,0.95%
,4/24/2024,0.96%,-7.63%,-1.85%,-2.32%,-2.94%,-2.57%,2.26%,-1.36%,2.80%,-2.25%,-0.36%,-1.39%
,5/1/2024,-3.28%,5.69%,1.81%,-0.41%,-0.66%,-0.73%,-0.89%,0.80%,1.59%,0.32%,-1.37%,0.26%
,5/8/2024,1.31%,-0.99%,3.62%,-2.58%,-1.43%,-1.62%,-0.85%,2.63%,-0.92%,1.52%,0.56%,0.11%
,5/15/2024,0.09%,-0.25%,2.68%,-1.11%,0.54%,-0.36%,0.34%,0.10%,0.78%,-1.03%,0.75%,0.23%
,5/22/2024,-1.30%,-5.16%,-0.31%,-0.97%,2.42%,1.38%,-2.24%,-0.90%,-2.03%,-1.33%,0.23%,-0.93%
,5/29/2024,0.42%,-0.44%,-0.19%,-0.75%,0.80%,-1.00%,3.88%,0.72%,-1.91%,1.00%,1.23%,0.34%
,6/5/2024,-0.35%,1.99%,-0.14%,1.37%,-2.84%,0.58%,2.82%,3.36%,-0.65%,2.12%,0.34%,0.78%
,6/12/2024,-1.38%,-1.07%,0.47%,-1.89%,-3.31%,2.71%,2.69%,2.21%,-0.38%,0.32%,-1.24%,-0.08%
,6/19/2024,3.96%,3.69%,3.52%,0.65%,0.03%,-0.41%,-0.70%,2.26%,-1.07%,5.93%,-2.12%,1.43%
,6/26/2024,-0.77%,-0.25%,-3.44%,4.29%,-1.50%,1.65%,0.73%,1.65%,-0.84%,0.40%,-1.22%,0.06%
,7/3/2024,0.80%,0.06%,0.66%,-2.63%,1.31%,3.37%,-0.98%,-0.40%,0.69%,-1.31%,1.38%,0.27%
,7/10/2024,3.25%,-1.24%,1.25%,-1.56%,1.13%,0.08%,-1.27%,2.36%,3.16%,-0.53%,-2.64%,0.36%
,7/17/2024,3.32%,8.66%,-0.97%,-0.07%,0.13%,-2.29%,-2.69%,2.60%,-0.55%,3.67%,2.99%,1.35%
,7/24/2024,2.03%,0.67%,-2.86%,-5.50%,-5.07%,-3.83%,-4.52%,-0.17%,-2.33%,-2.00%,-6.21%,-2.71%
,7/31/2024,2.03%,-2.49%,-0.79%,-2.16%,0.82%,2.92%,-5.40%,4.62%,-3.84%,1.94%,0.12%,-0.20%
,8/7/2024,8.72%,0.78%,-0.63%,-0.78%,2.65%,-0.22%,0.37%,5.13%,-1.53%,2.32%,-2.14%,1.33%
,8/14/2024,5.04%,4.25%,-1.02%,1.71%,2.66%,0.84%,1.61%,1.76%,-1.20%,0.32%,0.79%,1.52%
,8/21/2024,3.28%,9.15%,4.36%,4.28%,3.44%,0.99%,0.52%,3.32%,21.80%,1.01%,1.69%,4.90%
,8/28/2024,-1.67%,0.44%,-3.87%,-2.75%,0.60%,0.71%,0.06%,2.25%,-2.93%,-0.34%,0.94%,-0.60%
,9/4/2024,-2.68%,-0.11%,-1.89%,-1.46%,-0.69%,-3.85%,-4.04%,-3.23%,3.57%,-5.79%,-3.04%,-2.11%
,9/11/2024,5.09%,-8.35%,0.65%,0.60%,-3.75%,1.93%,-6.58%,0.40%,0.20%,-0.79%,-0.63%,-1.02%
,9/18/2024,-0.40%,-3.10%,-2.44%,-4.40%,-3.28%,-0.98%,-6.71%,-3.72%,-5.95%,-0.94%,-2.00%,-3.08%
,9/25/2024,-0.08%,1.63%,3.42%,0.04%,1.52%,-3.15%,3.12%,0.27%,-2.22%,5.01%,-1.71%,0.71%
,10/2/2024,1.41%,3.71%,2.93%,0.98%,1.32%,1.09%,5.26%,1.51%,-0.59%,3.94%,-1.96%,1.78%
,10/9/2024,-0.61%,4.18%,0.54%,6.87%,1.60%,0.51%,7.32%,6.05%,6.39%,0.09%,-0.43%,2.96%
,10/16/2024,-0.06%,-0.80%,2.31%,2.79%,2.58%,2.14%,5.78%,-1.87%,18.00%,4.20%,7.11%,3.83%
,10/23/2024,-0.32%,-1.76%,0.15%,-0.78%,-3.06%,-2.11%,1.85%,1.93%,-4.13%,-1.62%,5.38%,-0.41%
,10/30/2024,-0.50%,-1.07%,0.08%,-0.79%,1.01%,-2.44%,1.42%,-1.12%,-1.07%,-0.29%,1.22%,-0.32%
,11/6/2024,3.16%,1.90%,1.44%,-0.85%,-0.95%,-1.17%,0.43%,-0.77%,2.34%,-2.17%,2.82%,0.56%
,11/13/2024,-0.47%,-3.51%,0.04%,-1.78%,-1.54%,0.38%,-0.56%,-3.44%,-1.02%,-1.68%,0.09%,-1.23%
,11/20/2024,2.08%,2.36%,2.02%,4.10%,2.11%,0.99%,1.02%,4.63%,10.13%,5.32%,0.80%,3.23%
,11/27/2024,-0.36%,-0.44%,9.14%,0.32%,3.69%,3.58%,4.75%,1.17%,9.61%,16.42%,1.58%,4.50%
,12/4/2024,-0.54%,1.17%,-1.56%,1.33%,-0.69%,-0.65%,2.37%,6.61%,9.18%,6.37%,4.83%,2.58%
,12/11/2024,5.41%,-2.69%,13.20%,-0.48%,3.93%,0.52%,2.43%,3.01%,-2.35%,0.07%,1.21%,2.21%
,12/18/2024,-0.76%,-1.03%,-0.61%,0.59%,4.24%,2.90%,-4.87%,-0.92%,-3.39%,-1.10%,2.38%,-0.23%
,12/25/2024,2.84%,-0.39%,-0.26%,6.82%,5.05%,-0.45%,1.59%,0.33%,5.69%,-5.30%,3.60%,1.77%
,1/1/2025,1.10%,7.14%,-0.92%,-0.33%,1.40%,4.32%,-2.60%,5.47%,-4.38%,-2.65%,3.93%,1.13%
,1/8/2025,-1.13%,2.71%,-3.14%,-2.26%,9.97%,-1.63%,-0.20%,1.34%,-2.53%,-5.42%,-2.37%,-0.42%
,1/15/2025,2.76%,-0.69%,0.42%,0.96%,6.18%,0.05%,-2.00%,-0.80%,2.13%,7.72%,5.47%,2.02%
,1/22/2025,0.93%,4.83%,3.04%,-0.34%,4.41%,3.52%,4.54%,-0.93%,-1.32%,0.14%,3.32%,2.01%
,1/29/2025,-0.61%,-1.26%,3.74%,1.47%,4.88%,0.41%,1.73%,1.70%,-0.51%,-2.12%,-0.13%,0.85%
,2/5/2025,0.67%,-1.87%,-3.83%,-2.03%,7.90%,-4.29%,-0.56%,3.04%,0.24%,-1.79%,0.05%,-0.23%
,2/12/2025,-1.49%,-0.64%,-3.88%,-3.28%,0.23%,-0.40%,-4.29%,-0.95%,-2.14%,-3.97%,-4.75%,-2.32%
,2/19/2025,-2.67%,-5.67%,-2.60%,-4.40%,-0.38%,-1.55%,5.01%,0.09%,-4.00%,-3.36%,-3.46%,-2.09%
,2/26/2025,1.34%,0.29%,-1.50%,-0.28%,15.28%,-0.30%,-0.42%,5.15%,3.78%,2.71%,-2.59%,2.13%
,3/5/2025,1.23%,-2.05%,0.50%,-1.98%,-2.69%,-0.66%,-3.27%,2.69%,1.41%,-0.63%,6.70%,0.11%
,3/12/2025,-0.76%,6.46%,3.73%,0.43%,3.55%,2.78%,2.13%,4.96%,-1.48%,4.32%,8.01%,3.10%
,3/19/2025,-1.60%,-0.52%,-2.80%,-1.55%,-0.22%,-0.19%,-1.78%,1.64%,5.45%,-0.06%,0.38%,-0.11%
,3/26/2025,-3.61%,-9.62%,-4.88%,-5.61%,-3.69%,-2.41%,-5.59%,-3.60%,-6.58%,-3.01%,-8.82%,-5.22%
,4/2/2025,5.00%,0.47%,1.20%,0.15%,-2.27%,0.59%,0.30%,-2.01%,4.32%,2.92%,5.24%,1.45%
,4/9/2025,0.51%,4.19%,2.08%,-0.42%,4.08%,-0.56%,-1.95%,-0.91%,3.47%,0.41%,2.89%,1.25%
,4/16/2025,-0.14%,-3.85%,-1.63%,-2.25%,-1.81%,-1.10%,3.12%,2.68%,-2.31%,-0.55%,-2.98%,-0.98%
,4/23/2025,-2.55%,1.08%,3.44%,2.01%,16.79%,-1.51%,-6.13%,0.05%,5.82%,-1.14%,-0.07%,1.62%
,4/30/2025,-1.17%,-2.11%,2.96%,0.73%,0.85%,0.18%,-1.90%,2.97%,-0.39%,1.70%,-3.27%,0.05%
,5/7/2025,0.92%,-4.19%,1.21%,0.78%,7.37%,4.45%,0.69%,-2.04%,-1.58%,-2.94%,-3.68%,0.09%
,5/14/2025,-1.92%,-5.17%,-4.03%,-4.94%,6.92%,-1.01%,-2.77%,-7.20%,-2.71%,-3.56%,-1.85%,-2.57%
,5/21/2025,1.93%,2.02%,3.68%,-1.57%,10.59%,-2.20%,-0.24%,0.80%,2.69%,-1.92%,3.10%,1.72%
,5/28/2025,0.03%,7.90%,5.48%,1.12%,10.24%,-3.54%,16.29%,0.48%,4.45%,2.72%,-0.06%,4.10%
,6/4/2025,-1.96%,-11.42%,-6.46%,-1.98%,8.67%,-6.89%,-6.25%,-7.66%,3.71%,-7.89%,-5.50%,-3.96%
,6/11/2025,0.27%,7.40%,6.65%,12.83%,3.94%,4.83%,5.29%,3.65%,-9.77%,1.81%,7.27%,4.01%
,6/18/2025,-2.85%,-8.20%,-2.72%,-0.77%,-1.45%,0.94%,1.51%,-1.49%,1.56%,-3.29%,-6.09%,-2.08%
,6/25/2025,-2.38%,-3.45%,-5.00%,-2.65%,4.61%,-2.52%,-3.09%,2.61%,-8.55%,-3.45%,-7.31%,-2.83%
,7/2/2025,1.36%,1.65%,7.89%,4.11%,-1.93%,-0.64%,5.19%,2.20%,9.64%,0.98%,3.27%,3.07%
,7/9/2025,-2.53%,-4.99%,-3.26%,-3.84%,1.96%,-0.52%,-2.71%,-3.63%,-2.53%,-3.73%,-5.23%,-2.82%
,7/16/2025,3.66%,13.27%,0.47%,2.17%,-0.80%,0.45%,3.45%,9.46%,0.77%,6.80%,8.69%,4.40%
,7/23/2025,3.09%,5.29%,3.31%,5.32%,4.36%,10.15%,3.99%,6.42%,4.24%,3.63%,7.18%,5.18%
,7/30/2025,3.97%,1.85%,4.15%,2.83%,2.65%,-0.13%,-1.81%,-1.55%,1.72%,2.64%,3.44%,1.80%
,8/6/2025,1.01%,6.66%,0.85%,1.17%,-2.45%,3.55%,-0.66%,3.50%,1.93%,-0.69%,-0.94%,1.27%
,8/13/2025,1.21%,2.65%,4.50%,2.49%,-2.19%,2.59%,0.29%,4.97%,2.94%,7.67%,3.05%,2.75%
,8/20/2025,2.26%,11.45%,3.51%,2.11%,-0.67%,-0.23%,0.68%,1.67%,-0.99%,-0.06%,-1.73%,1.64%
,8/27/2025,0.85%,-1.06%,-1.18%,-0.98%,-3.72%,-0.40%,-0.22%,2.99%,4.20%,0.52%,-1.05%,0.00%
,9/3/2025,-0.14%,10.52%,-2.89%,0.86%,-0.83%,-1.06%,-1.81%,1.13%,0.32%,-1.32%,-0.19%,0.42%
,9/10/2025,-0.66%,1.99%,0.22%,3.31%,1.64%,-0.98%,-1.10%,0.41%,-0.02%,1.84%,2.33%,0.82%
,9/17/2025,-2.92%,-6.58%,-3.41%,-0.35%,-1.72%,-3.68%,-5.34%,-2.37%,-5.90%,-4.29%,-2.21%,-3.52%
,9/24/2025,1.54%,-1.05%,3.99%,-0.08%,-0.47%,-0.03%,1.54%,-4.25%,4.92%,-0.60%,0.30%,0.53%
,10/1/2025,3.12%,4.84%,-2.95%,-0.14%,-1.16%,1.23%,-0.61%,0.57%,2.33%,0.07%,-0.99%,0.57%
,10/8/2025,0.92%,2.45%,3.66%,1.11%,1.02%,0.85%,4.38%,2.01%,0.67%,2.04%,3.43%,2.05%
,10/15/2025,0.16%,5.70%,-1.46%,24.29%,8.56%,-0.78%,1.70%,-7.17%,-0.83%,22.59%,-1.11%,4.70%
,10/22/2025,-0.52%,0.96%,5.56%,2.18%,7.87%,2.87%,3.68%,-0.05%,8.71%,9.33%,2.24%,3.89%
,10/29/2025,,,,,,,,,,,,
,11/5/2025,,,,,,,,,,,,